Water Body Name,Location,Latitude,Longitude,Year,pH,Dissolved Oxygen (DO),Biological Oxygen Demand (BOD),Total Dissolved Solids (TDS),Turbidity,Nitrate,Coliform,Water Quality Index (WQI),Water Quality Category
Mangattukadavu,"THIRUVANANTHAPURAM, Kerala",8.496666667,77.00416667,2023,7.052777777777778,6.65,1.6722222222222223,52.574444444444445,9.233333333333333,0.5783333333333334,1064.4444444444443,85,Good
Manikdoh Dam,"Pune, Maharashtra",19.23583333,73.81444444,2025,7.716428571428572,7.228571428571429,1.5471428571428572,79.57142857142857,6.171428571428572,0.18785714285714286,467.4407142857143,85,Good
Manjara Dam,"Beed, Maharashtra",18.57083333,76.16361111,2025,7.988913043478261,6.001086956521739,3.0058695652173917,289.045,5.35891304347826,1.5513043478260868,50.78499999999999,90,Excellent
Manjeswaram,"KASARAGOD, Kerala",12.71527778,74.89027778,2023,6.836428571428572,6.635,2.802857142857143,321.34714285714284,37.17142857142857,0.8328571428571429,1110.1107142857143,80,Good
Manjhi,"SARAN, Bihar",25.82722222,84.58444444,2025,8.21627358490566,6.668443396226415,2.491556603773585,198.02900943396227,69.21731132075472,1.5452358490566036,6262.678018867924,85,Good
Manjra at Chandapur,"Bidar, Karnataka",18.05222222,77.39277778,2020,8.821052631578947,4.989473684210526,9.74,273.05263157894734,12.69421052631579,8.995263157894737,1174.2163157894738,60,Medium
Manot,"MANDLA, Madhya Pradesh",22.73583333,80.51305556,2025,8.006433121019109,7.068646496815286,2.5677547770700637,161.87364649681527,45.79686305732484,0.6029299363057324,2819.4864808917196,85,Good
Mantralayam,"KURNOOL, Andhra Pradesh",15.94,77.42,2024,8.194340136054421,6.675578231292517,2.370013605442177,402.9345578231293,15.17530612244898,0.7996734693877551,3587.992217687075,80,Good
Manughat,"Unakoti, Tripura",23.99611111,91.98944444,2025,7.559684210526315,7.239473684210527,1.9666315789473685,136.0118947368421,91.29915789473684,1.4964210526315789,6446.091263157895,85,Good
Manyad,"Nashik, Maharashtra",20.48194444,74.79861111,2025,8.070666666666666,6.16,3.4133333333333336,336.93333333333334,8.286666666666667,1.2786666666666666,138.66666666666666,75,Good
Mar,"MAMIT, Mizoram",23.26611111,92.42388889,2025,7.567777777777778,7.915555555555555,0.37833333333333335,93.88888888888889,49.162777777777784,3.292777777777778,59.44444444444444,95,Excellent
Marella,"PRAKASAM, Andhra Pradesh",15.88194444,79.91,2023,7.961311475409836,6.250983606557377,1.700327868852459,548.7245901639344,8.157704918032787,2.9073770491803277,2028.2190163934426,70,Good
Margherita,"TINSUKIA, Assam",27.28361111,95.66277778,2025,7.5695275590551185,7.036023622047244,1.2281889763779528,112.70251968503936,63.673582677165356,0.6472834645669291,1556.278464566929,85,Good
Marol,"Haveri, Karnataka",14.93888889,75.61805556,2024,7.499493087557604,6.366935483870968,2.0902995391705073,162.65857142857143,23.655046082949312,1.0147235023041474,30535.52099078341,85,Good
Maruthankuzhy,"THIRUVANANTHAPURAM, Kerala",8.512777778,76.98194444,2023,6.961666666666667,4.449999999999999,3.5088888888888885,88.67888888888889,9.815555555555555,1.2705555555555557,1133.096111111111,75,Good
Masalga,"Latur, Maharashtra",18.24908333,76.71444444,2025,7.871428571428572,5.8999999999999995,2.766428571428571,318.14285714285717,4.857142857142857,1.1242857142857143,22.357142857142858,90,Excellent
Mat,"SERCHHIP, Mizoram",23.315,92.80888889,2025,6.8,6.609999999999999,0.77,227.5,74.00999999999999,0.39749999999999996,195.295,85,Good
Mat-I,"SERCHHIP, Mizoram",23.31638889,92.81111111,2023,7.19797619047619,6.695357142857143,1.6804761904761905,84.14750000000001,13.210476190476191,0.8601190476190477,1415.9299999999998,85,Good
Mataji,"RATLAM, Madhya Pradesh",23.34972222,74.71805556,2025,8.207717842323651,7.023983402489627,3.1336929460580913,239.16414937759336,21.770414937759337,3.915103734439834,12310.169834024897,80,Good
Mathabhanga,"COOCH BEHAR, West Bengal",26.32527778,89.23444444,2025,7.577056603773586,6.710377358490566,1.3222264150943395,112.79318867924528,11.331264150943396,0.6901509433962265,1185.029037735849,85,Good
Mathanguri,"Baksa, Assam",26.78277778,90.95666667,2025,7.603674698795181,7.3509638554216865,2.49355421686747,133.88795180722892,59.54584337349398,1.2584939759036144,6554.552289156626,85,Good
Mathani,"Nagpur, Maharashtra",21.14361111,79.36861111,2024,8.218571428571428,6.364285714285714,3.4771428571428573,236.14285714285714,11.072142857142856,0.9214285714285715,327.2142857142857,80,Good
Mathura (Gokul Barrage),"MATHURA, Uttar Pradesh",27.4425,77.71361111,2025,7.785261324041811,2.3813937282229967,20.648606271777002,872.6435888501742,45.90386759581882,10.26,2585108.0584668987,40,Poor
Mathura (Prayag ghat),"MATHURA, Uttar Pradesh",27.50412222,77.68723333,2016,7.708372781065088,3.9326627218934913,8.507958579881658,850.2916863905326,16.2341124260355,9.536538461538461,29952.392396449708,40,Poor
Matigara,"DARJILING, West Bengal",26.72027778,88.37777778,2025,7.362870201096892,7.1619195612431445,1.246983546617916,83.78824497257769,14.377952468007312,0.5541681901279707,1629.5000365630713,85,Good
Matijuri,"HAILAKANDI, Assam",24.64944444,92.60888889,2025,7.31802752293578,6.380137614678898,1.7414220183486238,98.55770642201836,80.00779816513761,1.1227981651376147,2823.5452752293577,85,Good
Matunga,"Baksa, Assam",26.79140556,91.53582222,2025,7.847734806629835,7.636685082872928,2.148618784530387,188.1881767955801,71.60033149171271,1.573977900552486,30704.503591160224,85,Good
Mausen - Lunglei,"LUNGLEI, Mizoram",23.0036,92.7227,2023,7.375,7.8,0.525,140.0,62.2,0.105,24.0,100,Excellent
Mawi ,"SHAMLI, Uttar Pradesh",29.3825,77.15444444,2025,7.812286689419795,6.146962457337883,6.607815699658703,257.5284982935154,83.11535836177474,3.06419795221843,310082.5790443686,70,Good
Mehandipur,"KANNAUJ, Uttar Pradesh",27.0101,79.98545833,2025,8.016428571428571,5.94489010989011,4.678131868131868,240.74499999999998,16.947857142857142,5.361648351648352,5782.004010989011,75,Good
Mejaroad,"PRAYGRAJ, Uttar Pradesh",25.2375,82.03777778,2025,8.071520737327189,6.517115207373272,2.7169032258064516,382.15776958525345,5.927299539170507,0.9596774193548387,2758.743410138249,80,Good
Mekhliganj (R/B),"COOCH BEHAR, West Bengal",26.32888889,88.8625,2025,7.504065040650406,6.85420054200542,1.3177777777777777,66.74926829268293,32.30159891598916,0.8365311653116532,1993.8353929539296,85,Good
Melaganur,"KURNOOL, Andhra Pradesh",15.84555556,77.02527778,2021,7.9,6.42,2.1,181.89,8.14,1.09,1111.55,85,Good
Melli,"NAMCHI, Sikkim",27.08527778,88.45166667,2025,7.530502512562814,6.068040201005025,1.4439698492462312,60.660000000000004,36.88211055276382,0.9923115577889448,2344.4721105527638,85,Good
Melliaputti,"SRIKAKULAM, Andhra Pradesh",18.77527778,84.17055556,2024,7.481370967741935,4.469193548387096,1.7885483870967742,153.07,16.51733870967742,6.297741935483871,1556.8575,80,Good
Menangudi,"Tiruvarur, Tamil Nadu",10.94888889,79.70361111,2025,7.827685950413223,6.004462809917355,2.2021487603305783,281.1395867768595,32.05099173553719,0.9500826446280991,1339.8004132231406,85,Good
Meruvambai,"KANNUR, Kerala",11.87472222,75.5775,2024,6.955,6.444444444444445,1.7516666666666667,119.33055555555555,11.386666666666667,0.4833333333333333,1115.943888888889,85,Good
Mhaisal,"Sangli, Maharashtra",16.72777778,74.70277778,2024,7.885714285714286,7.210714285714286,1.5607142857142857,119.28571428571429,3.5714285714285716,1.1207142857142858,2282.1428571428573,85,Good
"Mirabag ,Savordem","SOUTH GOA, Goa",15.25416667,74.12805556,2023,7.62,7.8,2.16,61.39,4.0,0.64,2400.0,85,Good
Mirawadi,"Pune, Maharashtra",18.535,74.17472222,2022,7.615909090909091,4.532045454545455,5.1625000000000005,373.0040909090909,28.10272727272727,4.2263636363636365,52385.83499999999,70,Good
Mirzapur,"MIRZAPUR, Uttar Pradesh",25.1546,82.5296,2025,8.235501285347043,6.580934018851757,2.7585946872322196,444.8519622964867,5.1304798628963155,1.0348671808054841,8056.451011139675,80,Good
Mobor Beach_1,"SOUTH GOA, Goa",15.15694444,73.95166667,2024,7.4025,6.075,2.875,986.7025,10.625,2.105,1857.5,70,Good
Mohammad Ganj,"PALAMAU, Jharkhand",24.43083333,83.86222222,2012,8.2,5.85,2.19,181.63,11.6,0.81,694.72,80,Good
Mohgaon,"MANDLA, Madhya Pradesh",22.76583333,80.62333333,2025,7.966654611211574,6.1369077757685355,2.8257142857142856,148.57056057866185,48.20251356238698,0.5281916817359855,1783.119855334539,85,Good
Mohna,"FARIDABAD, Haryana",28.22361111,77.45583333,2025,7.75006600660066,2.116039603960396,20.863696369636962,929.4609570957095,59.60808580858086,89.72023102310231,2040170.8856765677,40,Poor
Moira Near Menezes Lawn,"NORTH GOA, Goa",15.58916667,73.825,2024,7.593333333333334,2.1666666666666665,1.5,152.00333333333336,3.766666666666666,1.1833333333333333,2400.0,70,Good
Mojowari,"Dima Hasao, Assam",25.54,92.985,2020,6.96,7.78,2.87,154.8,1.17,7.55,3958.07,85,Good
Monierkhal,"CACHAR, Assam",24.58305556,92.95638889,2003,7.4,10.25,2.09,380.0,64.73,0.0,0.0,95,Excellent
Moradabad,"MORADABAD, Uttar Pradesh",28.82666667,78.79833333,2025,7.8205198776758404,4.672874617737003,6.586406727828747,315.1950611620795,12.023593272171254,3.794862385321101,7895.736666666667,60,Medium
Mordham Dam,"Nagpur, Maharashtra",20.22222222,78.80555556,2024,8.105,6.166666666666667,3.7416666666666667,198.5,11.700000000000001,0.9116666666666666,201.91666666666666,80,Good
Morna,"Akola, Maharashtra",20.42083333,76.99916667,2025,8.062,6.093333333333334,3.4266666666666667,310.93333333333334,8.84,1.2253333333333332,173.33333333333334,75,Good
Morna,"Satara, Maharashtra",17.48611111,73.83527778,2025,7.628571428571429,7.3428571428571425,1.8214285714285714,43.714285714285715,1.7857142857142858,0.7478571428571429,1142.857142857143,85,Good
Mortakka,"Khandwa, Madhya Pradesh",22.22305556,76.04386111,2024,8.174142857142858,6.087214285714286,3.0322142857142858,178.0,27.111214285714286,0.9277857142857142,1512.8312857142857,80,Good
Mudhol,"Bagalkote, Karnataka",16.32333333,75.28111111,2006,7.969374999999999,7.339375,1.910625,273.08125,14.401250000000001,1.840625,1975.955625,85,Good
Mukane Dam,"Nashik, Maharashtra",19.82194444,73.65583333,2024,8.286666666666667,7.166666666666667,3.043333333333333,131.5,1.8583333333333334,0.5591666666666667,98.41666666666667,90,Excellent
Mula Dam,"Ahmadnagar, Maharashtra",19.34583333,74.60277778,2024,7.775434782608696,5.913043478260869,2.906739130434783,167.58695652173913,2.4369565217391305,0.8010869565217391,166.41565217391303,80,Good
Mulshi Dam,"Pune, Maharashtra",18.51805556,73.51916667,2025,7.227142857142858,7.185714285714285,0.8464285714285714,47.642857142857146,1.1642857142857144,0.08357142857142856,582.3564285714285,85,Good
Mun,"Buldana, Maharashtra",20.46111111,76.51333333,2025,8.075999999999999,6.013333333333334,3.3666666666666667,372.1333333333333,7.993333333333334,1.1753333333333333,175.06666666666666,75,Good
Mundakayam_GD,"KOTTAYAM, Kerala",9.53,76.88388889,2023,7.072173913043478,6.547391304347826,1.4408695652173913,31.338260869565215,4.678695652173913,0.47043478260869565,1113.378695652174,85,Good
Mungoli (Township),"Yavatmal, Maharashtra",19.86444444,79.125,2025,7.861623036649214,6.6865445026178,5.168586387434555,375.7468062827225,11.804083769633507,2.979057591623037,3640.8257591623037,75,Good
Munneru Polampalli WQL,"KRISHNA, Andhra Pradesh",16.95,80.21694444,2025,7.7328205128205125,5.17948717948718,2.982820512820513,298.23564102564103,11.345897435897436,1.3738461538461537,1521.0094871794872,80,Good
Munugodu,"GUNTUR, Andhra Pradesh",16.55472222,80.20638889,2024,7.972207792207793,5.786233766233766,1.7119480519480519,459.30896103896106,8.704155844155844,3.2996103896103897,1358.631818181818,75,Good
Muradpur,"Ratnagiri, Maharashtra",17.53972222,73.52388889,2025,7.27375,6.933750000000001,1.090875,50.1075,18.271625,0.445,44956.052,85,Good
Murga Bridge,"TAWANG, Arunachal Pradesh",27.61388889,92.02638889,2025,7.492234042553191,7.437127659574468,1.2230851063829786,138.40393617021275,19.262659574468085,0.6179787234042553,5239.6396808510635,85,Good
Muri,"RANCHI, Jharkhand",23.37055556,85.86916667,2025,7.8057805907172995,6.059789029535866,2.287489451476793,185.207805907173,8.596561181434598,2.5033122362869196,1787.9919831223629,85,Good
Mus,"Buldana, Maharashtra",20.62083333,76.6625,2025,8.114,6.053333333333333,3.1933333333333334,350.0,8.78,1.3159999999999998,163.53333333333333,75,Good
Mushala,"KENDUJHAR, Odisha",21.32577778,86.04038889,2025,7.524078212290503,5.275754189944134,1.9597206703910615,167.6754189944134,14.6095530726257,4.441731843575419,1447.0924581005586,80,Good
Muthanga (Ponkuzhi),"WAYANAD, Kerala",11.67388889,76.34416667,2022,7.52,6.725,2.2225,52.3225,63.224999999999994,0.6325000000000001,1100.0,85,Good
Mylamoodu,"THIRUVANANTHAPURAM, Kerala",8.732222222,77.01166667,2023,7.033888888888889,7.055555555555555,1.3694444444444445,29.241666666666667,13.675,0.5222222222222223,1100.0,85,Good
N-CHOE (ATTAWA CHOE) CHANDIGARH,"CHANDIGARH, Chandigarh",30.742291,76.767246,2021,7.362142857142857,2.3592857142857144,10.231428571428571,408.7871428571429,54.96642857142857,2.41,2027188.7171428571,50,Medium
NABADIP ON GANGA GHOSHPARA NEAR MONIPURGHATNADIA,"NADIA, West Bengal",23.386728,88.364884,2021,8.057260273972602,7.043835616438357,2.450821917808219,138.74671232876713,32.056575342465756,1.1395890410958904,78749.05808219178,85,Good
NAGARAKERE TANK,"Mandya, Karnataka",12.561604,77.048336,2020,7.889999999999999,6.35,2.13,183.07,8.51,1.1,1152.11,85,Good
NAGAVALI AT JAYKAYPUR D/S,"RAYAGADA, Odisha",19.252625,83.417656,2021,7.574255319148937,6.596808510638298,2.137021276595745,176.0651063829787,13.720425531914893,1.0108510638297872,2246.376595744681,85,Good
NAGAVALI AT PENTA U/S JAYKAYPUR TOWN,"RAYAGADA, Odisha",19.255567,83.417758,2021,7.516808510638298,7.281914893617022,1.897659574468085,176.11127659574467,13.601489361702127,0.986595744680851,1467.0793617021275,85,Good
NAGAVALI AT RAYAGADA D/S,"RAYAGADA, Odisha",19.166051,83.437289,2021,7.648723404255319,7.205319148936169,1.901063829787234,178.6291489361702,13.197659574468084,0.9276595744680851,1398.9565957446807,85,Good
NAGAVALI AT THOTAPALLI REGULATOR VIZIANAGARAM,"VIZIANAGARAM, Andhra Pradesh",18.787433,83.494512,2021,7.595,6.570833333333333,1.8658333333333335,235.29854166666667,10.359166666666667,0.9116666666666666,97.67145833333332,95,Excellent
NAGAVARA TANK,"Bangalore Urban, Karnataka",13.045455,77.609574,2021,6.982222222222222,5.613333333333333,3.903111111111111,319.6377777777778,26.05511111111111,2.2586666666666666,1062987.8757777778,70,Good
NAGCHUN TALAB AT KHANDWA,"EAST NIMAR, Madhya Pradesh",21.86345,76.322945,2021,8.008541666666666,6.802083333333333,1.8010416666666667,283.748125,4.26375,0.851875,92.73374999999999,95,Excellent
NAGOLE CHERUVU UPPAL (V),"Rangareddy, Andhra Pradesh",17.403036,78.577301,2021,7.43625,2.908333333333333,7.349166666666666,761.3266666666667,13.287916666666666,3.922083333333333,483.00458333333336,40,Poor
NAINI LAKE AT NAINITAL (WATER INTAKE POINT),"Nainital, Uttarakhand",29.387058,79.461622,2021,7.5718749999999995,7.586458333333333,1.9666666666666668,254.15666666666667,7.025416666666666,1.0604166666666666,960.2972916666666,85,Good
NAKKAVAGU BACHUGUDEM MEDAK,"KARIMNAGAR, Telangana",18.351114,78.73601,2021,7.20659574468085,2.6723404255319148,4.703191489361703,407.9678723404256,9.983191489361701,3.566595744680851,179.53021276595746,60,Medium
NAKKI LAKE MT. ABU RAJASTHAN,"SIROHI, Rajasthan",24.596497,72.701456,2021,7.877317073170731,5.198048780487805,2.3953658536585363,237.53536585365856,4.197804878048781,1.2326829268292683,160.45902439024388,80,Good
NALKARI TRIBUTARY AT PATRATU,"HAZARIBAG, Jharkhand",23.652631,85.318525,2020,7.16774193548387,5.280645161290322,2.7261290322580645,191.45677419354837,9.733870967741936,1.2941935483870968,1370.6048387096773,80,Good
NALLA AT D/S OF AKLAI MANDIR AKLAI MALSHIRAS SOLAPUR,"Solapur, Maharashtra",17.89403,75.026582,2021,7.9799999999999995,5.9125,2.29,190.76749999999998,8.3825,1.1375000000000002,974.8725,80,Good
NALLA CHERUVU RANGAREDDY,"Rangareddy, Andhra Pradesh",17.402311,78.580775,2021,7.6925,4.7684999999999995,4.11,702.0550000000001,8.3005,1.8065000000000002,1040.322,60,Medium
NALLAH HALOG WATER SUPPLY SCHEME BAG KHANEREI HALOG,"SHIMLA, Himachal Pradesh",31.430443,77.672045,2021,7.928461538461538,8.803846153846154,1.8553846153846154,851.5184615384616,22.933846153846154,0.5115384615384616,445.40999999999997,70,Good
NALLAMARANPATTY,"Karur, Tamil Nadu",10.88083333,77.98472222,2025,8.135600961538461,6.3346875,2.5568509615384616,444.1288942307692,7.063004807692308,1.3368269230769232,2353.360721153846,80,Good
NALLIKATTE KERE TANK,"Chitradurga, Karnataka",14.061172,76.302431,2020,7.730625,5.9781249999999995,2.52625,220.87625,9.196875,1.201875,1898.325625,80,Good
NALLURAHALLI LAKE,"Bangalore Urban, Karnataka",12.974353,77.735542,2021,7.1370000000000005,4.805,5.119,350.264,24.56,3.3590000000000004,130445.633,70,Good
NALSAROVAR LAKE (SANAND) DIST.AHMEDABAD,"Ahmedabad, Gujarat",22.799681,72.039422,2021,8.431999999999999,6.890000000000001,3.31875,2093.8495,3.43675,1.45925,223.65,65,Medium
NAMBUL AT HEIRANGOITHONG,"IMPHAL WEST, Manipur",24.815724,93.940577,2021,7.0285714285714285,4.2,3.6414285714285715,236.26166666666666,37.61190476190476,1.497857142857143,1265.6880952380952,75,Good
NAMBUL AT HUMP BRIDGE,"IMPHAL WEST, Manipur",24.807155,93.933416,2021,6.953658536585366,4.25829268292683,3.5841463414634145,235.59658536585363,40.79853658536585,1.4853658536585366,1193.2563414634146,75,Good
NAMBUL RIVER AT BISHNUPUR,"CHURACHANPUR, Manipur",24.42577,93.50198,2021,7.281794871794872,6.744871794871795,1.9561538461538464,190.6520512820513,23.299230769230768,0.9666666666666668,636.405641025641,85,Good
NAMBUL RIVER AT NAOREMTHONG,"IMPHAL WEST, Manipur",24.809358,93.913482,2021,7.032432432432432,5.440540540540541,2.6618918918918917,195.83594594594595,30.874324324324323,1.1851351351351351,888.8664864864865,80,Good
NAMBUL RIVER AT SAMUSANG (U.K. ROAD),"IMPHAL WEST, Manipur",24.640022,93.869936,2021,6.975757575757576,5.096969696969697,2.8575757575757574,201.69,19.387878787878787,1.2903030303030303,1071.6245454545456,80,Good
"NANAKRAM KUNTA, NANAKRAMGUDA(V), SHERILINGAMPALLY(M), RANGA REDDY (D)","RANGA REDDY, Telangana",17.2514444,78.221412,2021,7.955,3.4325,4.1875,406.54999999999995,6.9975000000000005,1.605,335.0,60,Medium
NANDIRA D/S AT DASNALI,"DHENKANAL, Odisha",20.888014,85.257386,2021,7.927083333333333,7.516666666666667,2.002291666666667,208.88666666666666,8.051458333333333,1.0027083333333333,3607.5766666666664,85,Good
NANDIRA U/S AT KUKUDANGA,"ANUGUL, Odisha",20.884688,85.161391,2021,7.852083333333333,7.6125,1.8575,214.17791666666668,7.433958333333333,0.9222916666666667,2089.31,85,Good
NANDOUR RIVER D/S SITARGANJ INDUSTRIAL AREA US NAGAR,"UDHAM SINGH NAGAR, Uttarakhand",28.91,79.691,2021,7.641333333333334,5.697777777777778,2.5006666666666666,196.58755555555555,9.078666666666667,1.216888888888889,1220.212,80,Good
NANDOUR RIVER U/S SITARGANJ INDUSTRIAL AREA US NAGAR,"UDHAM SINGH NAGAR, Uttarakhand",28.957324,79.692169,2021,7.532692307692307,6.015384615384615,2.291153846153846,184.64307692307693,8.625384615384617,1.1396153846153845,1055.1846153846154,85,Good
NANPUR FATA DAM ALIRAJPUR,"JHABUA, Madhya Pradesh",22.291974,74.580008,2021,8.02909090909091,7.112121212121211,1.7515151515151515,261.6090909090909,5.009090909090909,0.9321212121212121,376.12363636363636,85,Good
NARASAPURA LAKE,"Bangalore Rural, Karnataka",13.200737,77.324368,2021,7.714042553191489,5.291489361702127,3.893617021276596,320.37659574468086,22.223191489361703,2.3604255319148937,218844.37829787232,70,Good
NARASIPURA LAKE,"Bangalore Urban, Karnataka",13.072139,77.558333,2021,6.833333333333333,5.4766666666666675,4.587000000000001,310.01433333333335,35.33133333333333,2.332333333333333,2134630.17,70,Good
NARENDRA POKHARI ( RILIGIOUS POND OF PURI CITY),"PURI, Odisha",19.813697,85.824971,2021,8.412765957446808,8.327659574468084,2.4638297872340424,456.2034042553192,8.293617021276596,1.3095744680851062,3542.841489361702,80,Good
NARHAN,"CHANDAULI, Uttar Pradesh",25.20916667,83.32666667,2009,8.296666666666667,6.438666666666666,2.1357500000000003,515.047,8.074166666666667,1.1476666666666666,2516.3236666666667,70,Good
NARINJA LAKE,"MEDAK, Telangana",17.751318,77.590974,2021,7.220000000000001,6.4184210526315795,1.9726315789473683,342.10210526315785,3.6621052631578945,1.203157894736842,95.47947368421052,90,Excellent
NARMADA 500 M.D/S NEAR JAIN MANDER VILLAGE NEMAWAR,"DEWAS, Madhya Pradesh",22.497439,76.97156,2021,7.817111111111111,7.102222222222223,1.670222222222222,247.80755555555555,6.789555555555555,0.7737777777777778,143.55222222222224,85,Good
NARMADA AT AMARKANTAKE FROM ORIGIN POINT REWA RIVER NARMADA AT DINDORIU/S INTAKE POINTDISTT.DINDORI,"SHAHDOL, Madhya Pradesh",22.672558,81.766411,2021,7.825625,7.914583333333333,1.5233333333333334,211.47687499999998,8.749583333333334,0.7033333333333333,454.6272916666667,85,Good
NARMADA AT BADWANI M.P.,"BARWANI, Madhya Pradesh",22.037618,74.901793,2021,8.173125,7.391666666666667,1.6175,241.484375,5.466875000000001,0.82875,278.38895833333333,85,Good
NARMADA AT BEFOR CONFLU. OF RIVER JAMNER VILL. NEMAWAR,"DEWAS, Madhya Pradesh",22.496059,76.979299,2021,7.725833333333333,7.002083333333334,1.7435416666666665,241.57520833333334,6.854166666666667,0.8189583333333333,223.86687500000002,85,Good
NARMADA AT BHARUCH ZADESHVAR,"Bharuch, Gujarat",21.665906,72.916681,2021,7.95468085106383,6.812765957446809,1.8912765957446809,219.84680851063828,10.292127659574469,0.753404255319149,354.5555319148936,85,Good
NARMADA AT CHANDANGHAT NEAR ROAD BRIDGE,"SHAHDOL, Madhya Pradesh",22.88105,81.303172,2021,7.7103125,7.50625,1.614375,195.2628125,15.22875,0.680625,572.4221875,85,Good
NARMADA AT CHANDOD,"Vadodara, Gujarat",21.983722,73.456331,2021,7.8445833333333335,7.8,1.54,241.739375,8.649583333333334,0.688125,74.43020833333334,95,Excellent
NARMADA AT D/S OF OMKARESHWAR M.P.,"EAST NIMAR, Madhya Pradesh",22.243694,76.150756,2021,8.068125,7.427083333333333,1.6016666666666666,236.68354166666666,6.03875,0.8035416666666667,277.41625,85,Good
NARMADA AT D/S OF TEXTILE UNIT VILLAGE. HOLIPURA BUDNI,"SEHORE, Madhya Pradesh",22.751431,77.609669,2021,7.9015,8.45,1.5070000000000001,204.8535,8.3515,1.014,308.26300000000003,85,Good
NARMADA AT D/S OF VILL. JAIT,"SEHORE, Madhya Pradesh",22.862872,77.914305,2021,7.934782608695652,8.647826086956522,1.453478260869565,213.58391304347828,8.444782608695652,1.0126086956521738,190.57521739130434,85,Good
NARMADA AT DINDORI D/S AFTER MIXING TO CITY DOMESTIC NEAR JOGOTIKARIA GHAT,"DINDORI, Madhya Pradesh",22.941913,81.077261,2021,7.8125,7.821875,1.4775,230.856875,9.125,0.6315625,214.1571875,85,Good
NARMADA AT GARUDESHWAR,"Narmada, Gujarat",21.887833,73.645444,2021,7.937083333333334,7.09375,1.6847916666666667,221.92333333333332,4.577083333333333,0.7310416666666667,156.44291666666666,85,Good
NARMADA AT GORA BRIDGE NAVAGAM (GUJARAT),"Narmada, Gujarat",21.862147,73.693991,2021,8.55,10.0,1.315,176.29000000000002,6.16,0.765,571.6600000000001,80,Good
NARMADA AT HANUWANTIA DIST. KHANDWA,"EAST NIMAR, Madhya Pradesh",22.145048,76.587208,2021,8.08,7.448484848484849,1.5999999999999999,224.02818181818182,6.488787878787878,0.8009090909090909,365.1736363636364,85,Good
NARMADA AT HOSHANGABAD D S M.P.,"HOSHANGABAD, Madhya Pradesh",22.756584,77.687182,2021,7.895813953488371,7.839534883720931,1.8423255813953487,225.4146511627907,9.865581395348839,1.488139534883721,7906.396744186047,85,Good
NARMADA AT HOSHANGABAD U S M.P.,"HOSHANGABAD, Madhya Pradesh",22.756614,77.690036,2021,7.919761904761905,8.461904761904762,1.4195238095238094,219.64547619047622,6.362857142857143,0.8549999999999999,217.6316666666667,85,Good
NARMADA AT JAMTARA NEAR RAILWAY BRIDGE,"JABALPUR, Madhya Pradesh",23.100994,79.966769,2021,7.751818181818182,7.548484848484848,1.5754545454545454,271.41575757575754,4.5627272727272725,0.6651515151515152,267.91606060606057,85,Good
NARMADA AT KHALGHAT,"DHAR, Madhya Pradesh",22.157587,75.446411,2021,8.066363636363636,7.357575757575758,1.6633333333333333,236.08181818181816,5.593030303030303,0.8581818181818182,370.15424242424245,85,Good
NARMADA AT KORIGHAT HOSHANGABAD,"SEHORE, Madhya Pradesh",22.761672,77.7185,2021,8.01675,7.8225,1.8227499999999999,220.87575,10.2805,1.56825,5329.325,85,Good
NARMADA AT KOTESHWAR,"DHAR, Madhya Pradesh",22.081378,74.789532,2021,8.016969696969698,7.463636363636364,1.6351515151515152,243.33848484848485,6.543636363636364,0.8275757575757575,365.9221212121212,85,Good
NARMADA AT LALPUR NEAR WATER SUPPLY INTAKE POINT JABALPUR,"JABALPUR, Madhya Pradesh",23.124518,79.775616,2021,7.888541666666666,7.4750000000000005,1.5697916666666665,241.3175,4.2820833333333335,0.7104166666666667,193.33666666666667,85,Good
NARMADA AT MAHESHWAR M. P.,"WEST NIMAR, Madhya Pradesh",22.169213,75.583684,2021,8.06875,7.560416666666666,1.5785416666666665,238.88541666666666,5.773541666666667,0.8129166666666666,276.77375,85,Good
NARMADA AT MANDLA NEAR ROAD BRIDGE. M.P.,"MANDLA, Madhya Pradesh",22.598638,80.371449,2021,7.801458333333334,7.567708333333333,1.5325,232.3175,4.508125,0.6906249999999999,215.27583333333334,85,Good
NARMADA AT MANDLA NEAR SHAMSHANGHAT JABALPUR,"MANDLA, Madhya Pradesh",22.598282,80.370419,2021,7.839791666666667,7.641666666666667,1.5062499999999999,235.24562500000002,4.297291666666667,0.6729166666666666,189.654375,85,Good
NARMADA AT MANDLESHWAR,"WEST NIMAR, Madhya Pradesh",22.177393,75.659194,2021,8.14530612244898,7.557142857142857,1.5720408163265307,239.61897959183673,4.306530612244898,0.8079591836734693,268.7473469387755,85,Good
NARMADA AT NARSINGHPUR M.P.,"NARSIMHAPUR, Madhya Pradesh",22.948622,79.190171,2021,7.7157446808510635,7.497872340425531,1.544468085106383,231.40234042553192,4.481914893617021,0.6963829787234042,201.85191489361705,85,Good
NARMADA AT NEAR ROAD BRIDGE SANDIA,"HOSHANGABAD, Madhya Pradesh",22.910862,78.352357,2021,8.000357142857142,8.285714285714286,1.7067857142857144,208.4010714285714,9.928571428571429,1.8728571428571428,3482.070357142857,85,Good
